,,CRESTAR,130,5,0,0,0,0
+B LED DR 12V35W MW,Meanwell 12V 35W Power Supply (LRS-35-12),SM SYS,0,0,0,0,0,0
+B LED DR 12V40W IP,"40W, CONSTANT VOLTAGE 12V POWER SUPPLY, IP67",LTBLIGHT,0,-1,0,0,0,0
+B LED DR 12V50W MW,Meanwell 12V 50W Power Supply (LRS-50-12),SM SYS,0,3,0,0,0,0
+B LED DR 12V60W IP MW,Meanwell 12V 60W Power Supply IP67 (LPV-60-12),SM SYS,0,0,0,0,65,0
+B LED DR 12V80W IP,"80W, Constant Voltage 12V Power Supply, IP65.",LTBLIGHT,1,0,0,77.5,0,0
+B LED DR 12V90W IP MW,MEANWELL 12V 90W POWER SUPPLY IP67 DIM (PWM-90-12),SM SYS,0,1,0,0,0,0
+B LED DR 24V100W IP,"100W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP67",ARISTO,-4,0,0,0,0,0
+B LED DR 24V100W MW,Meanwell 24V 100W Power Supply (LRS-100-24) - A3,S-CH-A3,24,0,0,20.9,65,0
+B LED DR 24V100W-A48,24V 100W (4.2A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,-17,106,0,0,65,0
+B LED DR 24V120W IP,"120W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP65.",LTBLIGHT,0,0,0,0,0,0
+B LED DR 24V120W-A48,24V 120W (5A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,-10,14,0,0,65,0
+B LED DR 24V150W IP,"150W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP67.",LTBLIGHT,0,0,0,0,0,0
+B LED DR 24V150W MW,Meanwell 24V 150W Power Supply (LRS-150-24) - A3,S-CH-A3,38,2,0,24.9,75,0
+B LED DR 24V150W-A48,24V 150W (6.25A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,21,0,0,75,0
+B LED DR 24V20W IP MW,MEANWELL DC 24V 20W SINGLE OUTPUT POWER,ZGLIGHT,0,0,0,0,0,0
+B LED DR 24V240W IP,"240W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP65",LTBLIGHT,0,0,0,0,0,0
+B LED DR 24V36W-A48,24V 36W (1.5A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,4,46,0,0,25,0
+B LED DR 24V60W-A48,24V 60W (2.5A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,2,49,0,0,38,0
+B LED DR AAD020-0 500-42,LED DRIVER DIMMABLE LF-AAD020-0500-42 LIFUD IP20 CC,,4,0,0,0,0,0
+B LED DR APV16-24,LED DRIVER APV-16-24 (XP DLCL01-1212),,15,2,0,0,0,0
+B LED DR BK-PQL06 0-1500,LED DRIVER FLS-60-1700 LA EXC 1500mA 28-40V 42-60W,,0,5,0,0,0,0
+B LED DR CS-12-250 MB,LED DRIVER CS-12-250 MB 250MA 27-48V EAGLERISE -,,0,13,0,0,0,0
+B LED DR DE012-30 0C,LED DRIVER for FI CL623/8W (DE012-300C 300mA 30-43V or,,10,3,0,0,0,0
+B LED DR DE015-30 0C,LED DRIVER for FI CL623/15W (DE015-300C 300mA 45-54V),,15,4,0,0,0,0
+B LED DR DE025-45 0C,LED DRIVER for FI CL623/24W (DE025-450C 450mA 45-55V),,12,0,0,0,0,0
+B LED DR DE036-60 0C,LED DRIVER for FI CL623/36W (DE036-600C 600mA 40-55V),,1,0,0,0,0,0
+B LED DR DIM-3040 7D,LED DRIVER DIMMABLE -AED30407D DC350mA CONST,,8,0,0,0,0,0
+B LED DR DIM-3121 5D,LED DRIVER DIMMABLE -AED31215D DC350mA CONST,,0,0,0,20.1,55,0
+B LED DR DIM-7182 4D,LED DRIVER DIMMABLE -AED71824D DC450mA CONST,,0,1,0,28.5,75,0
+B LED DR DIM-8750 0276,TRIDONIC LED DRIVER DIMMABLE 87500276 LCBI 20W,SCT,10,0,0,0,0,0
+B LED DR DIM-SK80 2B14400,LED DRIVER DIMMABLE -SKB802B14400 DC400MA,COYOTE,4,-5,0,0,38,0
+B LED DR GIR015YS 0300H,LED DRIVER LF-GIR015YS0300H 200-240Vac 27-,,-7,-6,0,0,18,0
+B LED DR GIR020YI 0450H,LED DRIVER LF-GIR020YI0450H 220-240Vac 27-42Vdc 450mA (12-,,90,34,0,0,25,0
+B LED DR GIR022YS 0450H,LED DRIVER LF-GIR022YS0450H 200-240Vac 27-,,9,0,0,0,0,0
+B LED DR GLP07WZ 300,LED DRIVER - GLP07WZ300 300mA CONSTANT CURRANT 4-,,3,0,0,0,0,0
+B LED DR GLP07WZ 350,LED DRIVER - GLP07WZ350 350mA CONSTANT CURRANT 4-,,1,0,0,0,0,0
+B LED DR GLP08WR G250-P,LED DRIVER - GLP08WRG250-P CONST CURRANT 250mA 1.5-,,0,3,0,0,0,0
+B LED DR GLP08WR G700-P,LED DRIVER GLP08WRG700-P 700mA CONST 3.8-9W IP65,,0,1,0,10.5,35,0
+B LED DR GLP08WT ZG200,LED DR GLP08WTZG200 220-240V 200mA constant Current 6-,,29,11,0,0,30,0
+B LED DR GLP08WT ZG400,LED DR GLP08WTZG400 220-240V 400mA constant Current,,0,0,0,0,0,0
+B LED DR GLP10WR 24V-P,Led Driver Const Voltage -GLP10WR24V-P 24V 10W Max,,10,1,0,0,0,0
+B LED DR GLP10WR G500-P,LED DRIVER - GLP10WRG500-P CONST CURRANT 500mA 6-,,4,0,0,0,0,0
+B LED DR GLP12AH R200P,LED DRIVER GLP12AHR200P CONST CURRENT 200mA 10-,,0,30,0,0,0,0
+B LED DR GLP12AH R500P,LED DRIVER GLP12AHR500P CONST CURRENT 500mA 6-24V,,0,21,0,0,0,0
+B LED DR GLP12AH R700P,LED DRIVER GLP12AHR700P CONST CURRENT 700mA 6-17V,,0,18,0,0,0,0
+B LED DR GLP12AM R24P,Led Driver Const Voltage -GLP12AMR24P 24V 12W Max,,0,20,0,0,0,0
+B LED DR GLP12W3 00,LED DRIVER - GLP12W300 300mA CONSTANT CURRANT 8-,,3,0,0,0,0,0
+B LED DR GLP12W3 50,LED DRIVER - GLP12W350 350mA CONSTANT CURRANT 8-,,3,0,0,0,0,0
+B LED DR GLP15CR -P,LED DRIVER - GLP150CR-P 400mA CONSTANT CURRANT 8-,,7,2,0,0,0,0
+B LED DR GLP15FZ,LED DRIVER - GLP15FZ 320mA CONSTANT CURRANT 8-15W,,0,1,0,0,0,0
+B LED DR GLP15VH Y350,LED DRIVER - GLP15VHY350 0-10V CONST CURRENT,,0,10,0,0,0,0
+B LED DR GLP15VH Y700,LED DRIVER - GLP15VHY700 (500mA) 1-10V DR FOR 632831R-,,20,0,0,0,0,0
+B LED DR GLP16WR G350,LED DRIVER - GLP16WRG350 350mA CONSTANT CURRANT,,3,0,0,0,0,0
+B LED DR GLP18WT L500,LED DR GLP18WTL500 220-240V 500mA constant 10-18W,,0,5,0,12.3,0,0
+B LED DR GLP18WT Z400,LED DR GLP18WTZ400 220-240V 400mA constant 12-18W,,0,30,0,0,0,0
+B LED DR GLP20WT ZG400,LED DR GLP20WTZG400 220-240V 400mA constant Current 14-,,86,14,0,16.8,45,0
+B LED DR GLP20WT ZG500,LED DR GLP20WTZG500 220-240V 500mA constant 14-20W,,119,4,0,0,45,0
+B LED DR GLP22WR 500,LED DRIVER GLP22WR500 500mA CONST 15-22W,,41,5,0,10.5,32,0
+B LED DR GLP26WZ 450,LED DRIVER - GLP26WZ450 450mA CONSTANT CURRANT,,3,0,0,0,0,0
+B LED DR GLP65WZ 1A5,LED DRIVER - GLP65WZ1A5 600mA CONSTANT CURRANT,,0,-1,0,0,0,0
+B LED DR HL06FS-3 50,LED DRIVER - HL06FS-350 350mA MAX 24V 2-6x1W LED,,0,3,0,0,0,0
+B LED DR LM-150-24 -G4K3,LTECH Dali LED controller LM-150-24-G4K3 24V 150W max,,16,0,0,0,0,0
+B LED DR LS-12-300,LED DRIVER EAGLERISE LS-12-300 SI1 E 220-240V 30-402Vdc,,140,26,0,0,0,0
+B LED DR LS-12-350 MI,LED DRIVER LS-12-350 MI FOR FDS003 SMD 15W 350mA 22-40V,,-22,3,0,0,0,0
+B LED DR LS-20-400,LED DR EAGLERISE LS-20-400 LI EXC 220-240V 24-42Vdc,,379,-22,0,0,0,0
+B LED DR LS-21-450,LED DRIVER EAGLERISE LS-21-450 SI ECO 220-240V 30-42Vdc,,181,0,0,0,0,0
+B LED DR LS-8-200,LED DR EAGLERISE LS-8-200 LI EXC 220-240V 22-47Vdc 200mA,,166,5,0,0,0,0
+B LED DR MHP012C 0350S02,LED DRIVER MHP012C0350S02 350mA 12W Max SELV (For FI,S-CH-FIAM,123,2,0,0,0,0
+B LED DR PE-N45TA 4280,LED DR PE-N45TA4280 CONST CURRANT 800mA 20-33.6W,,5,5,0,0,0,0
+B LED DR RVH10W R500,LED DRIVER RVH10WR500 500mA CONSTANT CURRANT 4-,,0,8,0,0,0,0
+B LED DRIVER (SL),LED DRIVER FOR STRIP LIGHT (UP TO 5M)--DON'T HAVE THIS,COSTSAVERS,1,0,0,0,0,0
+B LED DRIVER 1:16-A3,LED DRIVER 1:16 FOR A3 DL D-LED.08,,-2,0,0,17.1,65,29
+B LED DRIVER 1:8-A3,LED DRIVER - (1:8) FOR A3 DL D-LED.1201-W,,2,4,0,12.9,55,23
+B LED DRIVER 12V 100W,12V 100W (8.3A) LED DRIVER FOR STRIPLIGHT -A48,S-CH-A48,0,0,0,16.8,68,0
+B LED DRIVER 12V 100W IP,12V 100W (8.3A) LED (IP) DRIVER FOR STRIPLIGHT -A48,S-CH-A48,10,18,0,30.6,85,0
+B LED DRIVER 12V 120W,12V 120W (10A) LED DRIVER -A48,S-CH-A48,3,0,0,18,75,0
+B LED DRIVER 12V 120W IP,12V 120W (10A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,7,1,0,0,95,0
+B LED DRIVER 12V 40W,40W (3.2A) LED DRIVER - X3,COMBGLOW,0,0,0,0,75,0
+B LED DRIVER 12V1 44W,12V 144W (12A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,0,0,25,95,0
+B LED DRIVER 12V1 50W,12V 150W (12.5A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,2,-1,0,18.6,85,0
+B LED DRIVER 12V1 50W IP,12V 150W (12.5A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,5,0,0,36,108,0
+B LED DRIVER 12V1 8W,12V 18W (1.5A) IP LED DRIVER FOR STRIPLIGHT ) - A48,S-CH-A48,0,0,0,7.5,0,0
+B LED DRIVER 12V2 00W,12V 200W LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,2,0,19.5,95,0
+B LED DRIVER 12V2 00W IP,12V 200W IP LED DRIVER FOR STRIPLIGHT,S-CH-A48,0,13,0,43.5,130,0
+B LED DRIVER 12V2 0W,12V 20W (2A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,18,0,8.4,30,0
+B LED DRIVER 12V2 0W-A48,12V 25W (2A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,12,0,5.2,20,0
+B LED DRIVER 12V2 50W IP,12V 250W IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,6,0,46.8,165,0
+B LED DRIVER 12V3 0W,12V 30W (2.5A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,33,0,9.6,35,15
+B LED DRIVER 12V3 0W-A48,12V 30W (2.5A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,1,-1,0,6,25,0
+B LED DRIVER 12V3 60W,12V 360W (30A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,4,0,25.5,135,58
+B LED DRIVER 12V3 6W,12V 36W (3A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,3,0,6.6,30,18
+B LED DRIVER 12V3 6W IP,12V 36W (3A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,14,0,10.2,40,0
+B LED DRIVER 12V4 5W IP,12V 45W (3.75A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,16,0,12.9,45,0
+B LED DRIVER 12V4 5W-A48,12V 45W (4A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,3,2,0,7.2,35,0
+B LED DRIVER 12V5 00W,12V 500W (41.6A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,0,6,0,63,190,105
+B LED DRIVER 12V6 0W,12V 60W (5A) LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,2,4,0,8.7,42,26
+B LED DRIVER 12V6 0W IP,12V 60W (5A) IP LED DRIVER FOR STRIPLIGHT - A48,S-CH-A48,8,14,0,16.8,60,0
+B LED DRIVER 24V/ 75W,LED DRIVER [OSRAM QT75/220-240/24E] 24V/75W,WAH SENG,0,0,0,0,0,0
+B LED DRIVER 24V1 50W,LED DRIVER 24V 150W IP67,LTBLIGHT,-1,0,0,0,0,0
+B LED DRIVER ELP4 x3LS,LED DRIVER - ELP4x3LS - A3,,17,12,0,12,29,0
+B LED DRIVER LCZ0 3AP,LED DRIVER - A3 LCZ03AP 350mA CONSTANT CURRANT 1-,,1,1,0,0,0,0
+B LED DRIVER LCZ0 3AP-P,LED DRIVER - A3 LCZ03AP-P 350mA CONSTANT CURRANT 1-,,85,1,0,7.2,29,0
+B LED DRIVER LCZ0 3AZ,LED DRIVER - A3 LCZ03AZ 350mA CONSTANT CURRANT 1-,,21,0,0,0,0,0
+B LED DRIVER LCZ0 3BP,LED DRIVER - A3 LCZ03BP 700mA CONSTANT CURRANT,,0,0,0,0,0,0
+B LED DRIVER LCZ0 4AP,LED DRIVER - A3 LCZ04AP 350mA CONSTANT CURRANT 3-,,8,1,0,0,0,0
+B LED DRIVER LCZ0 8ARS,LED DRIVER - A3 LCZ08ARS-P 350mA CONSTANT CURRANT 2-,,78,0,0,0,0,0
+B LED DRIVER LCZ0 8IRS-P,LED DRIVER - A3 LCZ08IRS-P 520mA CONSTANT CURRANT,,-8,-2,0,0,0,0
+B LED DRIVER LCZ0 9AC,TOUCH DIMMABLE LED ADAPTOR - A3 LCZ09AC 350mA,,-1,5,0,13.2,46.73,0
+B LED DRIVER LCZ0 9BC,TOUCH DIMMABLE LED ADAPTOR - A3 LCZ09BC 700mA,,-1,14,0,13.5,46.73,0
+B LED DRIVER LCZ0 9BRS-P,LED DRIVER - A3 LCZ09BRS-P 700mA CONSTANT CURRANT,,-2,-2,0,9.3,33,0
+B LED DRIVER LCZ0 9GRS-P,LED DRIVER - A3 LCZ09GRS-P 480mA CONSTANT CURRANT 8-,,-3,4,0,0,38,0
+B LED DRIVER LMV C8A,LED DRIVER - A3 LMVC8A (8*1W) c/w Junction Box (350mA,,15,2,0,18,60,0
+B LED DRIVER LRV C3A,LED DRIVER A3 LRVC3A (3*1W) C/W JUNCTION BOX (350mA,,-24,24,0,13.2,48,0
+B LED DRIVER LSV C3A,LED DRIVER - A3 LSVC3A (3*1W) c/w Junction Box (350mA,,-12,4,0,12.9,55,0
+B LED DRIVER LTV C18A,LED DRIVER - A3 LTVC18A (18*1W) c/w Junction Box (350Ma,,8,1,0,30,120,0
+B LED DRIVER SLP OISS,LED DRIVER - A3 SLPOISS (1*1W),,2,3,0,9.3,39,0
+B LED DRIVER/12V 0.4-A48,12V 4.8W (0.4A) IP LED DRIVER FOR STRIPLIGHT - A48,,0,0,0,2.7,10,0
+B LED DRIVER-A3,LED DRIVER - A3 (1:12),,6,11,0,12.6,55,22
+B LED DRIVER-LCZ0 8AS,LED DRIVER - A3 LCZ08AS 350mA CONSTANT CURRANT 6-,,25,4,0,0,28.04,0
+B LED DRIVER-LCZ0 8AZ,LED DRIVER - A3 LCZ08AZ 350mA CONSTANT CURRANT 1-,S-CH-A3,40,0,0,0,0,0
+B LED DRIVER-LSV C3A,LED DRIVER - LSVC 3A DRIVER (350mA Constant Current),LIGHTCRAFT,-21,0,0,0,0,0
+B M/S/M 400 HE,BALLAST 400W (MH/SON/MBF) -HELVAR,APTEC,0,0,0,0,0,0
+B MBF 80 ELT,BALLAST 80W -5112430 (MBF) -ELT,KEH,0,0,0,9.5,15,0
+B MBF 80 HE,BALLAST 80W (MBF) - HELVAR,APTEC,0,0,0,0,0,0
+B MBF80/125 HE,BALLAST 80/125W (MBF) -HELVAR,APTEC,0,0,0,9.7,0,0
+B MCT TRANS 12C/2 3W,MCT TRANSFORMER 12C 23W FOR 750MM FLOATING,,0,0,0,0,0,0
+B MH/150 PHILIPS,BALLAST 150W HID/PV -PHILIPS,,0,0,0,0,0,0
+B MH/150 VS,BALLAST 150W (MH) - VOSSLOH,LUMITRON,7,0,0,14,0,0
+B MH/35 PHILIPS,BALLAST 35W HID/PV - PHILIPS,EXPORT,0,0,0,0,0,0
+B MH/35CDMR HE,BALLAST CDM-R 35W C/W THERMAL CUT-OFF - HELVAR,APTEC,0,0,0,10.5,0,0
+B MH/35W ATCO,BALLAST 35W (MH) - ATCO,CHANGI,-1,0,0,0,0,0
+B MH/70 ATCO,BALLAST 70W (MH) - ATCO,LUMITRON,2,0,0,9,0,0
+B MH/70 PHILIPS,BALLAST 70W HID/PV - PHILIPS,EXPORT,0,0,0,0,0,0
+B MH/70 VS,BALLAST 70W (MH) - VOSSLOH,LUMITRON,7,0,0,8.9,0,0
+B MH/PT/FIT/35W OSRAM,+B MH/PT/FIT/35W (ELECTRONICS) - OSRAM,ACETRONIC,0,0,0,0,0,0
+B MH/SON150 HE,"BALLAST 150W (MH,SON) -HELVAR",APTEC,6,0,0,0,29,0
+B MH/SON150 MC,"BALLAST 150W (MH,SON) - MAY & CHRISTE",,0,0,0,0,0,0
+B MH/SON250 AP,"BALLAST 250W (MH,SON) - APF",,0,0,0,0,0,0
+B MH/SON35 TRI,"BALLAST 35W (MH,SON) -TRIDONIC",,22,0,0,0,0,0
+B MH/SON70 HE,"BALLAST 70W (MH,SON) -HELVAR",APTEC,0,0,0,0,0,0
+B MH/SON70 MC,"BALLAST 70W (MH, SON) - MAY & Christe",LITE,0,0,0,0,0,0
+B MH150W-XF,BALLAST MH150W - XF,UPPLITE,0,0,0,14,0,0
+B PE294R2450 DIM,DIMMING LED DR PE294R2450 for 61AG61 CONST CURRENT,,0,10,0,0,30,0
+B PE596R3845 DIM,DIMMING LED DR PE596R3845 for 61AG71 CONST CURRENT,,-1,9,0,0,0,0
+B PL7/9/11 ELT,BALLAST 7/9/11W - ELT,KEH,0,0,0,0,0,0
+B PL7/9/11 HE,BALLAST 7/9/11W - HELVAR,APTEC,-4,0,0,0,3.5,0
+B PL7-11W SLIM,PL7-11W SLIMLINE BALLAST -M&C,,0,0,0,3.4,0,0
+B PLC10/13 ATC,BALLAST PLC10/13W - ATCO,LUMITRON,0,0,0,2.6,8,0
+B PLC10/13 HE,BALLAST 10/13W - HELVAR,APTEC,-2,0,0,0,8,0
+B PLC10/13 PH,BALLAST PLC10/13W - PHILIP,ES TEAM,0,0,0,2,8,0
+B PLC10/13 VIT,BALLAST PLC10/13W - VITALITE,UPPLITE,-36,31,0,0,8,0
+B PLC10/13 VOS,BALLAST PLC10/13 - VOS,LUMITRON,168,4,0,2.4,8,0
+B PLC18 ATCO,BALLAST PLC18W - ATCO,AKIRA,156,2,0,2.5,5,0
+B PLC18 HE,BALLAST 18W - HELVAR,APTEC,0,21,0,0,7,0
+B PLC18 PHILIP,BALLAST PLC18W - PHILIPS,ES TEAM,7,4,0,1.9,6,0
+B PLC18 VIT,BALLAST PLC18W - VITALITE,UPPLITE,-85,12,0,2,6,0
+B PLC18 VOS,BALLAST PLC18W - VOS,LUMITRON,43,13,0,2.5,7,0
+B PLC18W SLIM-M&C,PLC18W SLIMLINE BALLAST -M&C,CHANGI,5,1,0,0,12,0
+B PLC26 HE,BALLAST 26W PLC VOS,ES TEAM,-5,5,0,3.4,10,0
+B TRAN 120VA 240V /24V,120VA TRANSFORMER 240V/24V,KINTAI,0,0,0,0,0,0
+B TRAN ELE ART,ELECTRONIC TRANSFORMER -ART (X1 DL104),168,-1,0,0,7.7,11,0
+B TRAN ELE CJ-40,ELECTRONIC TRANSFORMER CJ-40 12V 40W - CHANG JIAN,,0,5,0,0,0,0
+B TRAN ELE GET-10 01,ELECTRONIC TRANSFORMER GET-1001 12V 60W - JINDEL,,60,-9,0,4.5,9,0
+B TRAN ELE KYT-60,ELECTRONIC TRANSFORMER KYT-60 12V 60W - KINGYITA,,0,10,0,0,0,0
+B TRAN ELE4-20W,ELECTRONIC CONVERTER EST120/12.651 220-240V,ES TEAM,13,1,0,0,8,0
+B TRAN ELT SUP,ELECTRONIC TRANSFORMER 12V 50W-SUPERWORLD,KINTAI,43,0,0,4.6,11,0
+B TRAN ELT150P,ELECTRONIC TRANSFORMER ETS 150 - PHILIP,LUMITRON,0,0,0,17,36,0
+B TRAN ELT50,ELECTRONIC TRANSFORMER 50W - A3,,3,0,0,4.8,0,0
+B TRAN ELT60,ELECTRONIC TRANSFORMER ELT60 - A3,,0,0,0,6,0,0
+B TRAN ELTB60,ELECTRONICS TRANSFORMER TB60M - HEP,AIK FAH,-1,-6,0,0,12,0
+B TRAN ETA60/220-240,ELECTRONIC TRANSFORMER ETA60/220-240 20-60W OSRAM,WAH SENG,0,0,0,0,10,0
+B TRAN ETE10 DIM,ELECTRONIC TRANSFORMER ET-E 10 240V/12V 10VA,EXPORT,2,9,0,0,10,0
+B TRAN ETE50,913710031101 ELECTRONIC TRANS. ETE60 - PHILIPS,EXPORT,2,0,0,5.2,10,0
+B TRAN ET-S105PH,ELECTRONIC TRANSFORMER ET-S 105W - PHILIPS,MIE,0,0,0,0,0,0
+B TRAN HA105KY,ELECTRONIC TRANSFORMER HA105/105W,168,0,0,0,25,70,0
+B TRAN HA150KY,ELECTRONIC TRANSFORMER HA150/150W,168,0,0,0,35,90,0
+B TRAN HA210KY,ELECTRONIC TRANSFORMER HA210/210W,168,0,0,0,40,110,0
+B TRAN HA60KY,ELECTRONIC TRANSFORMER HA60/60W,168,0,0,0,20,50,0
+B TRAN/50VA VOS,CANCELLED,EXPORT,4,0,0,0,0,0
+B TRAN/STR50 VOS,TRANSFORMER STR50 VOSSLOH,EXPORT,-3,-9,0,0,18,0
+B TRANS/300VA,300VA TRANSFORMER 240V/12V,KINTAI,0,0,0,40,0,0
+B TRANS/350VA,350VA TRANSFORMER 240V/12V,KINTAI,0,0,0,46,0,0
+B TRANSFORMER,Full Load Transformer - cancelled (PL USE TRANSFORMER STR50,WAH SENG,0,0,0,0,12,0
+B VBD-CC2-P12DCA 42,VLINCA VBD-CC2-P12DCA42-DIP100-450mA IDP 100-450mA,,77,12,0,36,72,0
+B VBD-CC2-P42DCA 40,VLINCA VBD-CC2-P42DCA40-DIP850-1050mA IDP 850-,,0,4,0,0,0,0
+BAT 9VALKALINE,9V ALKALINE BATTERY,I SERVICES,11,0,0,4.2,0,0
+BAT AAA,1.5V AAA Alkaline Battery,,0,130,0,0,0,0
+BAT C SIZE,BATTERY SIZE C 1.5V,I SERVICES,-16,2,0,0,0,0
+BLED DR 12V75W MW,Meanwell 12V 75W Power Supply (LRS-75-12),SM SYS,0,0,0,0,0,0
+BOX 100X100X60,WEATHERPROOF BOX 100X100X60 - IP65,NME,9,0,0,2.3,7,0
+BOX 155X115X80,WEATHER BOX (155X115X80) PVC,,-2,0,0,4,0,0
+BOX 180X80X70,WEATHERPROOF BOX 180X80X70 - PVC,KHH,0,0,0,11,25,0
+BOX 200X155X14,WEATHERPROOF BOX 200X155X140MM - IP65,NME,0,0,0,12.1,20,0
+BOX 215X150X80,WEATHERPROOF BOX 215X150X80,NME,-3,0,0,8,16,0
+BOX 250X200X11,WEATHERPROOF BOX 250X200X110MM,NME,1,0,0,15,25,0
+BOX 80X80X45,BOX 92126 (80X80X45) -LEGRAND,KHH,0,0,0,2.8,5,0
+BOX CONCEAL/SIN GLE,SINGLE CONCEAL BOX,NME,0,0,0,0,0,0
+BOX MH150W,MH 150W GEAR BOX - EMPTY,UPPLITE,2,0,0,8,12,0
+C 12UF ATCO,CAPACITOR 12UF - ATCO,LUMITRON,21,0,0,0,0,0
+C 12UF CAM,CAPACITOR 12UF - CAMBRIDGE,APTEC,5,0,0,0,0,0
+C 12UF COMAR,CAPACITOR 12UF - COMAR,LITE,31,0,0,0,0,0
+C 12UF VOS-SWB,12UF CAPACITOR (ALUM) - VOS,NOVEM,4,0,0,3,0,0
+C 2.0UF CAM,CAPACITOR 2.0UF -CAMBRIDGE,APTEC,1,0,0,0,0,0
+C 2.0UF ITALFARAD,CAPACITOR 2.0UF - ITALFARAD,KEH,108,-2,0,0,0,0
+C 2.0UF VOS,CAPACITOR 2.0UF - VOSSLOH,168,0,0,0,1.1,3,0
+C 20UF CAM,CAPACITOR 20UF - CAMBRIDGE,PODOTA,1,0,0,0,0,0
+C 20UF COMAR,CAPACITOR 20UF - COMAR,LITE,9,0,0,0,0,0
+C 20UF VS,CAPACITOR 20UF (ALUM) -VOSSLOH,LUMITRON,0,0,0,3.1,0,0
+C 25UF VS,CAPACITOR 20UF (ALUM) -VOSSLOH VS 503257,MIE,0,0,0,0,0,0
+C 3.25UF ATCO,CAPACITOR 3.25UF - ATCO,LUMITRON,4,0,0,1.3,0,0
+C 3.25UF CITYMATIC,CAPACITOR 3.25UF -CITYMATIC,CHANGI,12,0,0,0,0,0
+C 3.5UF CAM,CAPACITOR 3.5UF -CAMBRIDGE,APTEC,6,0,0,0,0,0
+C 3.5UF COMAR,CAPACITOR 3.5UF C/W BOLT & WIRE - COMAR,APTEC,3,0,0,0,0,0
+C 30UF CAM,CAPACITOR 30UF - CAMBRIDGE,APTEC,0,0,0,0,0,0
+C 32UF CAM,CAPACITOR 32UF - CAMBRIDGE,APTEC,0,0,0,0,0,0
+C 32UF VS,CAPACITOR 32UF (ALUM) -VOSSLOH VS 50358,MIE,0,0,0,0,0,0
+C 35UF CAM,CAPACITOR 35UF - CAMBRIDGE,APTEC,0,0,0,0,0,0
+C 4.0UF CAM,CAPACITOR 4.0UF -CAMBRIDGE,APTEC,0,0,0,0,0,0
+C 4.0UF COMAR,CAPACITOR 4.0UF - COMAR,KEH,3,0,0,0,0,0
+C 4.0UF ELECTR,PLASTIC CAPACITOR 4.0UF C/W WIRE & BOLT -,,1,0,0,0,0,0
+C 4.0UF ITALFARAD,CAPACITOR 4.0UF - ITALFARAD,KEH,336,0,0,0,0,0
+C 6.0UF CAM,CAPACITOR 6.0UF -CAMBRIDGE,APTEC,5,0,0,1.4,0,0
+C 6.5UF CAM,CAPACITOR 6.5UF -CAMBRIDGE,APTEC,30,0,0,1.4,0,0
+C 8.0UF CAM,CAPACITOR 8.0UF -CAMBRIDGE,APTEC,3,0,0,1.5,0,0
+C 8.0UF VOS,CAPACITOR 8.0UF - VOSSLOH,PODOTA,12,0,0,1.5,0,0
+CON M/F PVC,M/F CONNECTOR TS (2.5MM),,100,0,0,0.55,0,0
+DB 107,DOOR BELL D107,EXPORT,0,0,0,0,36,0
+DB 113,DOOR BELL 113,KEH,0,0,0,0,38,0
+DB 117,DOOR BELL 117,EXPORT,0,1,0,0,40,0
+DB 126,DOOR BELL D126,EXPORT,0,0,0,0,38,0
+DB 128,DOOR BELL D128,EXPORT,0,0,0,0,38,0
+DB 1559 CCM,DOOR CHIME 1559 220V 3xAAA,CHOOCHIANG,-2,4,0,0,27.1,0
+DB 2036,DOOR BELL 2036 SOUNDTECH,NME,0,0,0,0,0,0
+DB 230,DOOR BELL 230,EXPORT,0,0,0,0,42,0
+DB 238,DOOR BELL 238,EXPORT,0,0,0,0,44,0
+DB 253,DOOR BELL 253 (WITHOUT BATTERIES) OUT OF,EXPORT,0,0,0,0,130,0
+DB 3230,DOOR BELL 3230,EXPORT,0,0,0,0,65,0
